    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    2    1    4    8    7    3    3    8    7    4    3    8    7    3    3    8    7    4    3
    3    1   16    7    4    7    7    7    5    7    7    7    4    7    7    7    5    7    7
    4    1   10   12    3    7   11    3   10   10   10   12    3    7   11    3   10   10   10
    5    1   16    2    7    1    2   13   14    5   13    2    7    1    2   13   14    5   13
    6    1    7    6    5    9    7   16   11    1   16    6    5    9    7   16   11    1   16
    7    1   14    6   13    5   12   14    6   15    6    6   13    5   12   14    6   15    6
    8    1    8    8    1    3   13   15    8   16    7    8    1    3   13   15    8   16    7
    9    1    5   16    1   14   15   10   14    9   14   16    1   14   15   10   14    9   14
   10    1   10    9    2    5   13    4   15   13   16    9    2    5   13    4   15   13   16
   11    1    8    6    8   15    7    2   16    4    5    6    8   15    7    2   16    4    5
   12    1   16   14   10    5   16   16   12   11    2   14   10    5   16   16   12   11    2
   13    1    6   11    5   12    5   16   12    2    3   11    5   12    5   16   12    2    3
   14    1    9   13   13   14   16   13   13   10   16   13   13   14   16   13   13   10   16
   15    1    5   16    9    7   16   16   13    8    3   16    9    7   16   16   13    8    3
   16    1   11   15   15    2    4   13   15   13   14   15   15    2    4   13   15   13   14
   17    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
   18    1   14    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
   19    1   11    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
   20    1   14    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
   21    1    5    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
   22    1   15    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
   23    1   11    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
   24    1   11    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
   25    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
   26    1    6    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
   27    1   14   16   16   16   16   16   16   16   16   16   16   16   16   16   16   16   16
   28    1    1   16   16   16   16   16   16   16   16   16   16   16   16   16   16   16   16
   29    1    9   10    6    5   10   12    3   12    4   10    6    5   10   12    3   12    4
   30    1   11   11    1    4    9    4   11    5    3   11    1    4    9    4   11    5    3
   31    1    1   15   12   15    6    5    3   10    5   15   12   15    6    5    3   10    5
   32    1    1   13   16    1   14   14    3    1   14   13   16    1   14   14    3    1   14
   33    1    6    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
   34    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
   35    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
   36    1   11    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
   37    1    9    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
   38    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
   39    1   14    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
   40    1    6    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
   41    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
   42    1   11    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
   43    1   11    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
   44    1   15    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
   45    1    5    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
   46    1   14    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
   47    1   11    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
   48    1   14    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
   49    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
   50    1   11    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
   51    1    5    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
   52    1    9    1    9    1    1    1    9    1    1    1    9    1    1    1    9    1    1
   53    1    6    5   13    5   12    4    6   14    8    5   13    5   12    4    6   14    8
   54    1   16    2    3   12   11   16   13    4   15    2    3   12   11   16   13    4   15
   55    1    8    6   16   10    9    7   15    2   13    6   16   10    9    7   15    2   13
   56    1   10   12    6    3   10    6   15    1    7   12    6    3   10    6   15    1    7
   57    1    5    6   14    4   16   16   14    3   13    6   14    4   16   16   14    3   13
   58    1    8   11    7   12    7    6   12   12   15   11    7   12    7    6   12   12   15
   59    1   14   12    8    3   10    7   13    6    4   12    8    3   10    7   13    6    4
   60    1    7    8    7    6   12    3   13   13    5    8    7    6   12    3   13   13    5
   61    1   16    4    5   11    3   14   12   13   15    4    5   11    3   14   12   13   15
   62    1   10   13    9    5   13    7   10   12    4   13    9    5   13    7   10   12    4
   63    1   16   12   10   10   13   11    9   13   10   12   10   10   13   11    9   13   10
   64    1    4    3    3   14   16    3    4   13   13    3    3   14   16    3    4   13   13
    1    2    2    4    4    4    4    4    5    5    4    4    4    4    4    4    5    5    4
    2    2    5    9    8    9    9    9    8    9    8    9    8    9    9    9    8    9    8
    3    2    1    8    5    8    8    4    6    8    5    8    5    8    8    4    6    8    5
    4    2   11   11    4    8   12    4   11   11    1   11    4    8   12    4   11   11    1
    5    2    2    3    8   13    3    8   15    5   14    3    8   13    3    8   15    5   14
    6    2    8   10    6   15    8    5   12    7    1   10    6   15    8    5   12    7    1
    7    2   15    4    2    6    5   13    7   16   14    4    2    6    5   13    7   16   14
